start_id,start_vertex_type,end_id,end_vertex_type,creationDate
8796093022240,Person,68719487344,Comment,1284845531865
8796093022249,Person,68719487344,Comment,1284581882732
8796093022265,Person,68719487344,Comment,1289013345279
8796093022301,Person,68719487344,Comment,1284578480292
8796093022364,Person,68719487344,Comment,1282894128927
10995116277810,Person,68719487344,Comment,1290635125008
10995116277993,Person,68719487344,Comment,1289601544509
8796093022453,Person,343597394475,Comment,1290123483879
4398046511221,Person,343597394475,Comment,1289870246054
4398046511250,Person,343597394475,Comment,1289886408469
2199023255634,Person,343597394475,Comment,1289914531926
4398046511316,Person,343597394475,Comment,1290005795054
6597069766661,Person,343597394475,Comment,1290028368512
8796093022358,Person,343597394475,Comment,1289916843522
137,Person,343597394475,Comment,1289992109886
8796093022221,Person,343597394475,Comment,1289950361498
4398046511322,Person,343597394475,Comment,1289896522653
8796093022247,Person,343597394475,Comment,1290254898551
4398046511293,Person,343597394475,Comment,1289973630233
6597069766832,Person,343597394475,Comment,1289999609386
8796093022321,Person,343597394475,Comment,1290164332125
4398046511147,Person,343597394475,Comment,1289977605379
6597069766708,Person,343597394475,Comment,1289866591927
10995116277948,Person,343597394475,Comment,1290558777940
4398046511328,Person,343597394475,Comment,1290442975232
4398046511230,Person,343597394475,Comment,1289966608178
10995116277845,Person,343597394475,Comment,1290174925936
2199023255622,Person,343597394475,Comment,1290118227564
4398046511134,Person,343597394475,Comment,1290075907253
